Language_ID,Macroarea_Code,Language_Name,Family_name_Code,level_code,Latitude,Longitude,GB030,GB028,GB131,GB042,GB133,GB031,GB092,GB132,GB090,GB065,GB130,GB089,GB091,GB093,GB094,GB044,GB107,GB043,GB084,GB083,GB074,GB080,GB070,GB025,GB082,GB058,GB071,GB052,GB072,GB137,GB021,GB138,GB022,GB051,GB023,GB038,GB024,GB020,GB054,GB035,GB036,GB053,GB057,GB079,GB197,GB196,GB075,GB081,GB039,GB171,GB170,GB037,GB165,GB086,GB166,GB172,GB193,GB108,GB073,GB129,GB111,GB192,GB299,GB198,GB098,GB155,GB103,GB096,GB318,GB095,GB139,GB298,GB059,GB136,GB117,GB319,GB316,GB320,GB317,GB104,GB186,GB114,GB115,GB149,GB321,GB185,GB068,GB121,GB099,GB147,GB313,GB116,GB312,GB309,GB184,GB120,GB158,GB109,GB110,GB119,GB177,GB105,GB433,GB113,GB431,GB069,GB430,GB432,GB315,GB324,GB148,GB314,GB156,GB126,GB151,GB334,GB027,GB262,GB286,GB408,GB026,GB409,GB263,GB264,GB260,GB326,GB134,GB041,GB333,GB410,GB415,GB327,GB285,GB160,GB291,GB152,GB159,GB305,GB521,GB336,GB335,GB520,GB124,GB048,GB047,GB257,GB297,GB122,GB302,GB519,GB135,GB167,GB328,GB118,GB140,GB049,GB203,GB306,GB522,GB303,GB150,GB250,GB400,GB046,GB187,GB323,GB329,GB322,GB254,GB330,GB331,GB146,GB256,GB252,GB253,GB304,GB325,GB188,GB275,GB127,GB276,GB300,GB265,GB123,GB266,GB273,GB270,GB403,GB301,GB402,GB204,GB422,GB421,GB296,GB401
uppe1439,3,Upper Chehalis,159,2,46.7981,-123.169,0,0,1,0,0,0,0,1,0,3,3,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,,1,,0,1,,0,1,0,0,0,1,0,0,,0,1,1,0,1,1,1,0,0,1,,0,1,0,1,0,1,1,0,0,1,,1,1,1,1,0,0,0,1,,0,,0,1,0,,0,0,0,0,0,0,0,0,0,,1,1,1,0,,0,0,0,0,0,0,1,,0,1,,1,1,1,0,1,0,1,1,0,,0,,1,1,0,1,,0,,,,0,1,,0,,,,0,,,,1,,0,1,0,0,1,0,,1,0,0,1,,0,,0,0,0,
uraa1244,2,Ura,165,0,27.466667,90.9,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,2,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,,1,0,1,0,1,,0,0,0,1,0,0,1,1,1,,0,0,0,1,0,1,0,0,1,2,0,1,0,1,0,0,1,0,1,,1,1,0,0,,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,
urak1238,2,Urak Lawoi',13,2,7.5258,99.0768,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,1,0,0,,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,,1,1,0,0,1,0,1,,0,0,,,1,1,0,1,0,1,1,0,,,,0,,0,0,0,1,0,0,0,0,,,,,,0,,,1,,,0,,0,1,,,,
urar1246,5,Urarina,-1,2,-4.44006,-75.4211,0,1,0,0,0,0,0,1,0,1,2,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,0,0,1,0,1,0,1,,0,0,0,0,0,1,1,1,0,0,0,1,0,0,,0,0,0,1,0,0,1,,0,1,0,0,0,1,,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,,,1,1,1,,0,1,0,1,1,0,0,,0,0,0,1,0,,1,1,0,,1,,0,,,,,,0,1,0,0,
urav1235,4,Ura (Vanuatu),13,2,-18.6747,169.084,0,1,0,0,0,0,1,1,1,2,1,0,0,1,0,1,1,0,1,1,1,1,0,2,1,1,0,0,0,0,1,0,0,0,1,,3,1,0,,,0,0,1,0,0,0,0,1,0,0,,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,1,1,1,0,,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,3,0,0,,1,,0,,,0,0,0,,0,1,,,,,0,0,,,,,0,,0,,,,0,,0,1,0,1,0,1
urim1252,4,Urim,140,2,-3.58018,142.653,0,1,0,0,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,0,0,1,0,1,1,0,0,1,0,2,1,0,1,0,0,0,1,0,0,0,,1,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,,0,0,1,0,1,0,0,1,0,0,1,0,0,2,1,1,0,1,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,1,0,,1,1,0,0,0,,1,,1,0,0,0,1
urip1239,4,Uripiv-Wala-Rano-Atchin,13,2,-16.00951,167.34643,0,1,0,0,0,1,0,1,0,2,1,1,1,1,0,0,0,0,0,0,1,1,0,2,0,1,1,0,0,1,0,1,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,,0,0,0,0,1,0,0,0,1,0,0,0,0,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,,0,1,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,1,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
urni1239,1,Urningangg,56,2,-13.4766,133.023,1,1,0,0,1,1,1,0,1,3,1,0,0,0,1,0,0,0,1,0,,1,0,3,0,0,0,0,1,1,0,1,0,1,0,0,3,0,0,1,0,0,0,1,0,0,,0,0,1,1,0,0,,0,0,3,1,0,0,0,0,1,0,0,,0,0,0,0,,0,1,0,,0,0,0,0,0,0,1,1,,0,0,0,0,1,,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,,0,1,0,,0,0,0,0,0,0,0,,,1,0,,,0,1,0,,1,1,,2,0,1,,,1,,0,0,,,,0,,,,0,0,0,,0,0,,0,,1,,,,,,1,,0,0,0,0,0,
urua1242,4,Uruava,13,2,-6.23314,155.573,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,1,,,1,1,0,0,0,1,0,1,1,1,0,0,0,,1,0,0,0,1,0,1,0,0,1,,0,0,0,0,0,0,0,1,2,,1,,,,1,0,,1,1,,1,,0,0,1,,,0,1,0,0,,1,0,0,,0,1,,1,,,0,,,0,1,1,1,,,1,,,1,1,0,,0,0,0,0,0,0,0,1,,0,,0,0,,0,,1,0,0,0,,1,1,,0,,0,,0,,0,1,0,0,0,1,,1,,0,0,,,1,,,,,1,,,1,,0,,1,,,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1
uruu1244,5,Uru,194,2,-16.72547,-68.97119,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,,0,0,0,0,,0,,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,,1,0,0,0,1,,1,0,,0,1,,1,0,0,0,0,,,0,,0,0,,,0,0,0,1,0,1,,0,0,1,,0,0,0,0,0,0,,0,1,,,,
usan1239,4,Usan,141,2,-4.84265,145.362,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,,,1,0,0,,,1,,0,,,,0,0,0,1,,,,,1,1,,,,0,,0,1,0,,,,,0,,0,1,0,,,0,0,1,0,,0,,,,1,1,1,1,0,,1,,0,,0,,,,,0,,0,1,1,,1,,,,0,,,,,,1,0,,,,,,1,,0,0,,,,,,0,0,1,,,1,,,1,,,1,0,0,,,,,1,,,0,,,,,,,,1,,,,,,,,0,,,,1,,,,,,,,,,,
utes1238,3,Ute-Southern Paiute,195,2,40.0965,-110.305,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,,0,0,1,1,0,0,0,0,,1,1,0,1,1,0,0,0,0,0,,1,1,1,0,,0,1,1,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,,0,0,0,,0,1,0,0,0,1,,0,0,0,0,0,
uuuu1243,2,U,12,2,22.6767,101.772,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,,0,0,0,2,0,0,,,0,1,0,0,0,0,,0,0,0,,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,0,0,,1,0,0,1,,0,0,0,0,,,,,1,0,1,1,0,1,,,,0,,0,,,0,1,,0,0,,,0,,1,1,,0,1,,0,,,1,,0,1,0,0,0,0,0,0,,0,0,,,,,,,0,0,0,,,,,,,,,0,,,,,,
vano1237,4,Lovono,13,2,-11.6107,166.7984,0,1,0,0,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,,2,0,0,1,0,0,,1,0,0,0,0,,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,1,1,0,,,,,0,0,0,0,,0,0,0,0,,0,0,0,1,0,0,0,0,,,0,0,,1,0,0,0,0,0,0,,0,0,0,,,0,,0,0,0,0,0,0,0,0,1,1,,1,1,0,1,0,,0,0,,1,1,0,0,0,,0,0,1,0,,0,0,1,,0,1,,0,,1,1,,,,0,,0,,0,,,0,0,1,,,,0,0,0,0,,,,,,,,,,,,,0,1,,
veps1250,2,Veps,193,2,60.3353,34.7865,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,1,1,0,0,1,1,1,1,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,0,0,1,,0,0,0,0,,1,0,0,,0,1,0,1,0,
vera1241,4,Vera'a,13,2,-13.892528,167.428701,0,1,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,,1,0,1,1,0,0,1,0,0,1,0,1,0,,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
viem1243,0,Viemo,11,2,10.8429,-3.84128,1,0,0,1,1,0,1,0,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,1,1,1,0,0,1,0,0,1,0,2,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,2,0,,0,0,0,0,1,0,,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,,0,0,1,0,1,1,,0,0,0,0,1,0,,0,0,0,0,0,0,,0,0,0,0,1,0,,,1,0,0,,,,1,,0,0,0,0,1,,0,,,0,1,1,0,1,0,0,,1,,,,,0,,0,0,,1,,2,1,,,0,0,0,0,,0,0,0,0,1,0,,0,0,0,,,,,0,,,,,,,,,0,,1,,,,
viet1252,2,Vietnamese,12,2,20.681188,105.774071,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,,0,2,0,,0,0,0,,,,1,0,0,,1,1,0,1,0,0,1,,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,,0,1,0,0,,0,0,0,0,,0,,,0,0,1,0,0,0,,0,0,0,0,,,0,,0,,0,0,0,,0,1,0,0,0,,,0,,0,,0,0,0,0,0,0,,1,,0,,0,0,0,0,0,1,0,0,,,,1,0,1,1,0,,0,,1,1,1,,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,1,,0,0,0,,,,0,,0,,,,,,,,0,,,0,,0,0,1,,0,,1,0,1,0,1,,,0,
vinm1237,4,Neve'ei,13,2,-16.2253,167.427,0,1,0,0,0,1,1,1,1,2,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,1,0,0,2,,0,0,0,0,0,0,0,,,0,1,0,,0,1,1,,0,0,0,0,,0,,,0,0,0,1,,,0,1,0,,0,,1,1,,,0,,,0,1,0,0,0,0,,0,,,,,,0,,0,1,0,0,0,1,0,0,1,1,0,1,1,,1,0,,0,,,0,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,,0,2,0,1,0,0,,0,0,,,0,,,0,0,,,,,0,0,,,,,,1,,,,,,,,0,0,1,0,
voro1241,2,Võro-Mulgi-Tartu,193,0,57.85,27.0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
voti1245,2,Votic,193,2,59.3802,28.6235,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,,,0,1,0,1,,1,,0,0,1,,0,0,,1,,0,,,0,0,0,0,0,0,0,0,1,0,0,,,,0,1,1,0,0,0,1,,,1,0,0,0,0,0,1,,0,0,,0,1,1,1,0,0,0,,1,0,0,0,1,1,1,0,,0,0,0,,0,1,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,,0,0,0,0,1,0,,0,,1,,,0,
vunj1238,0,Vunjo,11,2,-3.42531,37.5847,0,0,0,1,0,0,1,1,1,2,1,0,0,0,1,1,1,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,,0,2,,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,,2,1,0,0,0,0,1,1,0,1,1,0,0,0,,0,0,1,1,0,0,0,0,1,,1,1,0,0,1,1,0,0,1,,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,0,1,,1,1,0,1,,0,,0,0,1,0,0,0,0,0,,,,,,0,0,1,0,0,,,,2,0,1,0,,1,0,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,0,,0,0,0,1,0,,0,,1,0,1,0,
vure1239,4,Vurës,13,2,-13.905677,167.451412,0,1,0,0,0,1,0,1,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1
vwan1235,0,Vwanji,11,2,-9.00683,34.0757,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,2,1,0,,,1,0,0,1,0,0,1,0,2,1,,1,,1,,1,0,0,0,0,1,0,0,0,0,1,0,1,2,,,,0,0,,1,0,1,,0,0,0,,,,1,1,0,0,0,0,,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,,0,,,,0,1,0,1,0,0,1,0,1,,0,1,0,,0,,0,,,0,0,0,,,,,1,,,1,,1,,1,,0,,0,0,,,0,0,1,1,,,,0,0,,,0,0,,,2,0,1,0,0,,1,,0,,1,,,0,,0,1,0,,,,0,,,,,,,,,,,0,,,0,,,
wadj1254,1,Wadjiginy,-1,2,-12.8596,130.737,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,,,0,1,,,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,3,0,1,0,1,0,1,0,1,,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,0,,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,,1,,,0,0,1,,,,,1,0,,0,0,,,1,0,0,1,1,0,0,,0,,,,,,1,,0,1,0,,0,,,,0,,,0,,,0,0,0,,0,,,,0,,,,1,0,0,,,,0,,0,,,,0,0,0,,,,,0
waga1260,1,Wagaya,148,2,-20.329,137.623,1,1,1,0,0,1,0,0,0,3,3,1,,1,0,1,0,1,1,1,,1,1,2,1,,,0,1,0,0,1,0,,0,0,,0,0,0,0,,,0,0,0,0,0,0,,0,0,0,,0,0,3,1,,0,1,0,1,0,,1,0,,0,,1,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,1,,0,0,1,,,0,0,,0,,0,,0,0,0,1,,0,0,,1,,,1,0,1,0,1,1,,0,0,1,,,0,,1,0,1,0,,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,,,0,1,0,,,,0,0,0,0,0,,0,0,1,,,,,,,,,,,,,,,,,1,,,,,,
wage1238,1,Wageman,-1,2,-13.8627,131.893,0,1,0,0,1,0,1,1,1,3,3,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,1,0,0,0,0,1,0,,1,0,1,0,1,0,0,0,0,0,,,0,,,,1,0,0,,0,1,0,0,0,1,,0,0,1,,0,1,0,0,,0,0,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,,0,0,1,0,0,0,,0,0,0,0
waig1244,4,Waigeo,13,2,-0.17957,130.917,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,1,1,1,0,0,0,1,0,2,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,,0,,1,0,1,0,0,1,0,0,1,0,0,,0,0,0,0,,,,0,1,1,0,0,1,,0,2,,1,0,0,1,0,1,1,,0,,,,0,,0,0,0,0,0,0,0,,1,0,0,0,0,1,0,,1,0,,0,0,0,1
waim1251,4,Waima,13,2,-8.67145,146.544,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,,0,1,1,0,1,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,1,,0,1,0,1,0,,,,,0,0,0,
waim1252,4,Waima'a,13,2,-8.53416,126.317,0,1,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,0,,0,0,0,,,0,,0,,1,1,0,0,0,0,0,0,,0,0,1,0,0,1,0,0,0,,0,1,0,0,0,1,,1,1,1,1,0,,0,,,1,,0,0,1,,,,1,0,,,,1,,,,,,2,1,0,,,1,0,,,,,,,,,,,,0,,0,,0,0,0,,1,,0,0,0,,,,1,,,,
waim1253,5,Waimiri-Atroari,26,2,-0.61832,-60.4259,,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,,,0,0,0,1,0,0,,0,,,1,0,0,1,0,,0,,0,0,1,0,0,,0,,0,,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,,,1,0,0,0,,0,,,0,1,1,0,,1,0,0,,0,0,1,1,1,0,0,0,0,0,,0,0,0,,0,0,0,1,0,,1,0,0,0,0,,,,1,0,,0,,0,1,,,,0,0,,1,,,1,0,,,1,,,,,0,1,1,,1,,0,,0,0,,,,1,,,,,,,,,,,,0,,,,,,,1,,0,,,,,,
waiw1244,5,Waiwai,26,2,1.50881,-59.1417,1,1,0,0,0,0,1,1,1,1,3,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,1,0,0,0,0,0,1,0,,1,0,1,0,1,0,1,,1,0,,,1,1,1,1,1,1,0,0,1,1,0,,1,0,1,2,0,1,0,0,0,0,1,1,1,,0,,,1,0,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,1,0
waja1257,1,Wajarri,148,2,-28.1761,117.153,0,1,0,0,1,,,0,,2,1,,,,,,,,,,0,,,2,,0,,0,,,0,,,,,,2,,,0,,,0,,,,,,,,0,,,,,,2,,,,,,1,,,1,0,,0,,0,0,,1,,,,,,0,,,,,,,0,0,,0,,,,0,,0,,0,0,0,,1,0,,0,,0,1,,,0,,,,1,,1,0,0,,,1,0,0,0,,,,,,0,1,,,,0,,1,,,,,0,0,0,1,,0,,,,,0,0,,0,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,
waja1259,0,Waja,11,2,9.91175,11.7206,0,,0,1,0,0,0,1,0,2,1,0,0,1,0,1,0,0,1,0,,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,0,2,1,0,0,1,0,1,,0,,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,,,,1,0,,0,0,1,0,,0,0,1,0,,0,0,0,0,,0,0,0,,0,1,0,0,,0,,0,,,,0,0,1,0,0,1,0,0,,,,1,0,0,1,0,1,0,,1,,0,0,,0,,1,1,0,0,,0,0,,,0,,,1,,,0,,,,0,0,1,0,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,
